"X.1","X","id","text","coder1.Sentiment....1.negative..0.neutral..1.positive.","coder1.Political...0.no..1.yes.","coder1.Ideology....1.liberal..0.neutral..1.conservative.","coder1.Immigration","coder1.Macroeconomic.Policy...Taxes..Gov..Spending..Wall.St...Jobs..Trade..Infrastructure..Labor.","coder1.National.Security..Veterans..Military..Foreign.Terrorism.","coder1.Crime...Law.Enforcement..Police..Guns..Second.Amendment.","coder1.Civil.Rights..Race..LGBT.issues..Abortion..Gender.issues.","coder1.Environment...Energy..Global.warming..Fracking..Agriculture..Oil.","coder1.Education","coder1.Health.Care..Obamacare.","coder1.Governance","coder1.No.Policy.Content","coder1.Asks.for.Donation.Asks.you.to.buy.something.to.support.campaign","coder1.Asks.you.to.watch.something.share.something.follow.something","coder1.Misc..other.plea.for.action","coder1.Expresses.an.Opinion","coder1.coder","coder2.Sentiment....1.negative..0.neutral..1.positive.","coder2.Political...0.no..1.yes.","coder2.Ideology....1.liberal..0.neutral..1.conservative.","coder2.Immigration","coder2.Macroeconomic.Policy...Taxes..Gov..Spending..Wall.St...Jobs..Trade..Infrastructure..Labor.","coder2.National.Security..Veterans..Military..Foreign.Terrorism.","coder2.Crime...Law.Enforcement..Police..Guns..Second.Amendment.","coder2.Civil.Rights..Race..LGBT.issues..Abortion..Gender.issues.","coder2.Environment...Energy..Global.warming..Fracking..Agriculture..Oil.","coder2.Education","coder2.Health.Care..Obamacare.","coder2.Governance","coder2.No.Policy.Content","coder2.Asks.for.Donation.Asks.you.to.buy.something.to.support.campaign","coder2.Asks.you.to.watch.something.share.something.follow.something","coder2.Misc..other.plea.for.action","coder2.Expresses.an.Opinion","coder2.coder","src","created_at","coder.y","X1.x","id.x","id.y","hashtag.","at.","link","retweets","favorites","full.URL","source","date"
63,3327,6.02E+017,"RT @omalleyfornh: Pete Spanos just emailed saying why hes standing with @MartinOMalley sign up at http://t.co/oAFRQZMrZ6 #nhpolitics http:",1,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,"brittany",1,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,"lauryn","brittanylauryn","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
64,3356,6.97E+017,"RT @TeamMarco: SC, how's voter turnout looking in your neighborhood? Tweet your county, precinct name, # of voters &amp; time of day using #tur",1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,"brittany",1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,"lauryn","brittanylauryn","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
65,3410,6.69E+017,"RT @fox5ny: .@GovernorPataki breaks ranks w/ @GOP says Ky. clerk Kim Davis should've lost her job. http://t.co/NtbkOsCXjm @AP http://t.co/v",-1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"brittany",-1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,"lauryn","brittanylauryn","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
66,3526,6.98E+017,"Thank you to former Navy Seal @LeifBabin for your service and support! https://t.co/AlVMIjPz36 #Carly2016",1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"brittany",1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,"lauryn","brittanylauryn","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
67,3550,7.24E+017,"Politicians shouldn't promise what they can't deliver. #DemDebate #Chafee2016.com #ProsperitythroughPeace",-1,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,"brittany",-1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,"lauryn","brittanylauryn","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
68,3588,7.09E+017,"RT @WPJohnWagner: The Bernie Sanders crowd in Boston, 40 minutes before the event starts. http://t.co/lyeURQBx4l",1,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"brittany",0,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"lauryn","brittanylauryn","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
69,3635,7.23E+017,"I am running for president because it is too late for establishment politics and too late for establishment economics. We need real change.",0,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"brittany",0,1,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"lauryn","brittanylauryn","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
70,3725,6.57E+017,".@realdonaldtrump, not about ""getting along"" with Vladimir Putin. It's about effective foreign policy: http://t.co/v3ELVE0Eor #CNNDebate",0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,"brittany",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"lauryn","brittanylauryn","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
71,3780,6.96E+017,".@BernieSanders I won't cut Social Security. As always, I'll defend it, &amp; I'll expand it. Enough false innuendos. https://t.co/hBeTCQj6Fv -H",0,1,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"brittany",-1,1,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"lauryn","brittanylauryn","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
72,3788,7.04E+017,"Winning Ohio changes the whole shape of the race. Learn how to help here: https://t.co/9KYo3NxYRp https://t.co/UVZUoOs5yn",1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,"brittany",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"lauryn","brittanylauryn","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
73,3805,6.24E+017,"RT @SEIU: SEIU members want justice for immigrant families who've spent too long living in fear in the shadows #iAmericaAction https://t.co",0,1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"brittany",1,1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"lauryn","brittanylauryn","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
74,3925,7.04E+017,"Tell Congress to defund the Obama Administration's plan to bring 10,000 Syrian refugees into America. Click here: https://t.co/GVfCtJnbO2",-1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,"brittany",0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,"lauryn","brittanylauryn","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
75,3943,6.82E+017,"Here we go at the #GOPDebate! Join us online: https://t.co/nICXayUu6E",1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,"brittany",1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,"lauryn","brittanylauryn","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
76,3999,6.2E+017,"Thanks to the @dpshow for having the governor on this morning!

Learn more about John Kasich here: https://t.co/dy8KnZ122T",1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,"brittany",1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,"lauryn","brittanylauryn","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
77,4001,6.26E+017,"RT @JamesPMorrison: You need to look the guy in the eye and say, Listen, I dont agree with you, I dont appreciate what you said."" -Sen",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,"brittany",-1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,"lauryn","brittanylauryn","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
78,4048,7.2E+017,"Thank you Dayton, Ohio! 20,000 supporters- largest in airport history! #MakeAmericaGreatAgain #Trump2016 https://t.co/ry2p5qGcFt",1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"brittany",1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"lauryn","brittanylauryn","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
79,4116,6.67E+017,"Our service men and women deserve the best resources available &amp; as President, I'll make sure that they receive the treatment they deserve.",1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"brittany",1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"lauryn","brittanylauryn","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
80,4185,6.92E+017,"RT @MariaBartiromo: Happening now: happy Wednesday. Join us @MorningsMaria @FoxBusiness @tedcruz 8am ET, @newtgingrich @LELDF @RepPeteKing",1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,"brittany",1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,"lauryn","brittanylauryn","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
81,4228,6.42E+017,"The VA has a rotten core. 

Click here if you agree--&gt; http://t.co/F1MzCdwseJ http://t.co/aJTvpawzqJ",-1,1,-1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,"brittany",-1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,"lauryn","brittanylauryn","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
82,4273,7.06E+017,"RT @iamrobertway: Sen. Graham with the owners of SubZero. #FITN #nhpolitics @BostonGlobe http://t.co/Pl7c79k8rx",0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"brittany",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"lauryn","brittanylauryn","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
83,4282,6.05E+017,"Boycott @Macys, no guts, no glory. Besides, there are far better stores!",-1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,"brittany",-1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,"lauryn","brittanylauryn","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
84,4351,7.4E+017,"RT @TalleySergent: Our thoughts and sympathies are with those impacted by #WestVirginia flooding. Please stay safe. https://t.co/9gDfW3zkJv",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"brittany",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,"lauryn","brittanylauryn","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
85,4368,6.13E+017,"RT @FoxBusiness: .@ChrisChristie: ""I'm ready [to be president], Senator Rubio is not."" https://t.co/SAiPhPLn87",-1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,"brittany",-1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"lauryn","brittanylauryn","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
86,4409,6.31E+017,"New docs show Bush/Cheney ignored 4th Amend. &amp; Justice Dept on wiretapping. Probably still think they're right. http://t.co/qYCmqySl33",-1,1,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"brittany",-1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"lauryn","brittanylauryn","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
87,4500,5.87E+017,"RT @Ann_OLeary: .@HillaryClinton's environmental justice fight will extend to Puerto Rico. Powerful tour of flooded @CanoMartinPena https:/",1,1,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"brittany",1,1,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"lauryn","brittanylauryn","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
88,4576,6.32E+017,"RT @resurgent: Brand New Ted Cruz Ad https://t.co/ZIaWvM2GeB https://t.co/Pe2RRiCHKF",1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"brittany",0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"lauryn","brittanylauryn","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
89,4635,6.26E+017,"""Id be for the most right, viable candidate who could win."" -William F. Buckley

#Hannity https://t.co/bZjnLpPGQY",1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"brittany",0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"lauryn","brittanylauryn","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
90,4647,5.93E+017,"RT @PhilippeDesra: .@gov_gilmore at sunshine summit right now, not a bad speech.",1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,"brittany",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,"lauryn","brittanylauryn","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
91,4662,6.95E+017,"What jobs can't Christians have anymore?!?
https://t.co/yAZqypqEto",-1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,"brittany",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,"lauryn","brittanylauryn","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
92,4715,6.92E+017,"""@FoxNews: .@Rub: @jorgeramosnews should've disclosed his daughter works for HillaryClinton &amp; Univision is being sued by @realDonaldTrump.""",-1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,"brittany",-1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,"lauryn","brittanylauryn","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
93,4737,6.5E+017,"LIVE from Manchester, NH on @greta tune into @FoxNews now! #FITN http://t.co/dkaUNmZ6Mb",1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,"brittany",1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,"lauryn","brittanylauryn","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
94,4744,6.17E+017,"We owe it to our vets to provide access to the best education, health care, &amp; job training servicesto go above &amp; beyond for their futures.",1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,"brittany",1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"lauryn","brittanylauryn","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
95,4825,6.35E+017,"RT @hillarysusans: ""Build a new NATO in the middle East"" @gov_gilmore",0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"brittany",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,"lauryn","brittanylauryn","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
96,4868,6.64E+017,"""@ConnieHegel: @realDonaldTrump if trump is not on that stage no one will watch""  So true!",-1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"brittany",1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"lauryn","brittanylauryn","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
97,4906,6.07E+017,"RT if you agree with Hillary on women. http://t.co/1Cgogzw9l4",1,1,-1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,"brittany",1,1,-1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,"lauryn","brittanylauryn","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
98,4917,7.18E+017,"Four boys shot my son dead on Christmas Eve."" A moment backstage with a mom who lost her son to gun violence.
https://t.co/rrfV3gfRIG",-1,1,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"brittany",0,1,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"lauryn","brittanylauryn","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
99,4933,6.86E+017,"I want children to know that if they study hard, no matter what the income of their families, they will be able to get a college education.",1,1,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"brittany",1,1,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,"lauryn","brittanylauryn","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
100,4950,6.78E+017,"RT @TeamMarco: Some of you should have received your Day One Supporter gear by now. Send us some pics. Here's one... http://t.co/UDuZsSYvUD",1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,"brittany",1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,"lauryn","brittanylauryn","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
101,563,6.77E+017,"We need a new approach to trade in this country  one that benefits working families and not just the CEOs of multinational corporations.",-1,1,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"christian",-1,1,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,"stan","christianchristian","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
102,605,6.97E+017,"Want to help design our next bumper sticker? Follow the link to join! https://t.co/3a5CzwQ71A https://t.co/IEElU6FSH6",1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,"christian",1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,"stan","christianchristian","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
103,613,6.38E+017,"RT @CR: BIG HAUL Cruz Raises $1.5 Million After Super Saturday https://t.co/GA6gqEaQfY. https://t.co/9OBxzHvSVj",1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"christian",1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"stan","christianchristian","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
104,624,6.23E+017,"RT @DrakeUniversity: Drake Law alum @TerryBranstad introduces @ChrisChristie during student-hosted event at Drake Law School. #iacaucus htt",0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"christian",0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"stan","christianchristian","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
105,628,6.45E+017,"So, since the people at the @nytimes have made all bad decisions over the last decade, why do people care what they write. Incompetent!",-1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,"christian",-1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,"stan","christianchristian","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
106,658,6.41E+017,"RT @weeklystandard: Wisconsin Poll: @TedCruz 36, @realDonaldTrump 31, @JohnKasich 21 https://t.co/q6ALJmUt9P https://t.co/fUZWDwEwP6",0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"christian",0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"stan","christianchristian","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
107,765,6.42E+017,"I'd also ask @hillaryclinton why she doesn't believe that shed be accountable for her conduct https://t.co/2r9qErPW7S #AnswerTheQuestion",-1,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"christian",-1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"stan","christianchristian","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
108,792,6.88E+017,"I'm about to join @FoxNews live from New Hampshire. Tune in! http://t.co/CSVPpgjh8r",1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,"christian",1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,"stan","christianchristian","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
109,793,6.99E+017,"If you couldn't make it to the Fort Worth is #CruzCountry Rally, watch it here: http://t.co/J2j4hmL6y4",1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,"christian",0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,"stan","christianchristian","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
110,842,5.98E+017,"Tailgatingwith UNH Wildcats and University of Richmond @spiderfootball fans here in @UNHwildcats. Great to be here! https://t.co/3QmpzVPhdD",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"christian",1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"stan","christianchristian","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
111,847,6.34E+017,"Thanks for the great pic! Hard working people from all walks of life are striving to #HealInspireRevive our nation. https://t.co/s0MVn1HXWe",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,"christian",1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,"stan","christianchristian","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
112,870,6.87E+017,"We had great crowds all day today in New Hampshire! Thanks to everyone who came out to show your support. https://t.co/PQNGcOY0n3 #fitn",1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,"christian",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,"stan","christianchristian","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
113,874,6.57E+017,"Wonderful meeting with many prominent leaders of the Asian American and Pacific Islander community in Illinois. https://t.co/3jPwYE39a0",1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,"christian",1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,"stan","christianchristian","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
114,983,6.96E+017,"When we talk about the Flint water crisis, we also have to talk about its root causeseconomic, racial, and other. #DemDebate",-1,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,"christian",-1,1,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,"stan","christianchristian","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
115,1020,6.97E+017,"Today, Senate Republicans failed to ban abortions after 20-weeks. Send them a message, no more excuses:  https://t.co/pWHPso4zac",-1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"christian",-1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,"stan","christianchristian","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
116,1099,5.96E+017,"ICYMI: Today I appeared on The Real Story with @GretchenCarlson - https://t.co/qSb6vmXC5G",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"christian",0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,"stan","christianchristian","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
117,1135,7.1E+017,"RT @whitjones: The real power behind #Bernie2016 isn't the little man on the stage, it's the thousands of people uniting around him http://",1,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,"christian",1,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,"stan","christianchristian","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
118,1189,6.29E+017,"Show your support on the road and order an official bumper sticker today! Click here --&gt; http://t.co/rBriydApmk",1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,"christian",1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,"stan","christianchristian","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
119,1212,6.79E+017,"""We can't just have a blank check. We get weaker as the nation goes further into debt."" Fort Dodge, Iowa Q&amp;A https://t.co/WT0ihk4wu7",-1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,"christian",-1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,"stan","christianchristian","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
120,1219,6.17E+017,"RT @marcfox10: re: ISIS - ""I'm a peaceful person - but it doesn't make any sense to sit around and let somebody wipe you out."" @RealBenCars",-1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,"christian",-1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,"stan","christianchristian","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
121,1400,6.33E+017,"New Hampshire -- help us #CruzToVictory. Find your polling place now: https://t.co/fYEPCeMutM #fitn #nhpolitics https://t.co/GB4jaJEuGP",1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,"christian",0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,"stan","christianchristian","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
122,1413,6.55E+017,"Thanks to our amazing volunteers for braving the cold to reach voters for @JohnKasich in New Hampshire! #nhpolitics https://t.co/v1VHhHXCqr",1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"christian",1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,"stan","christianchristian","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
123,1455,5.89E+017,"RT @Guntalk: On GT Radio today, Alan Gura endorses Ted Cruz.  Says he'll expend political capital, if necessary, to protect the Second Amen",1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"christian",0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"stan","christianchristian","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
124,1464,6.32E+017,"RT @FoxNews: .@tedcruz on Clinton winning IA by coin flip: ""This is not the 1st political issue the Democrats have solved by just throwing",-1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"christian",-1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,"stan","christianchristian","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
125,1634,6.1E+017,"I'll be on at 10:35pm ET to @AlanColmes radio show tonight for SOTU wrap up - https://t.co/ekP001yWPi",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"christian",0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"stan","christianchristian","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
126,1642,6.94E+017,"The people are ready. The event kicks off at 11a EST. Watch live at http://t.co/dy8KnZ122T #Kasich4Us http://t.co/CWaX8YTEvQ",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"christian",0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,"stan","christianchristian","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
127,1646,6.54E+017,"$10 will make an impact. Help me reach 50 voters with my new ad: https://t.co/VcXfTw0MWv http://t.co/NPFe9M141P",1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,"christian",1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,"stan","christianchristian","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
128,1650,7.07E+017,"RT @jflacktally: @JimWebbUSA made great impression in Iowa tonight.  An adult/serious about the business of protecting this Country.  Take",1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,"christian",1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,"stan","christianchristian","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
129,1655,7.07E+017,"Speaking to the crowd that came out to stand with me this morning in Frankfort. http://t.co/01ekgQScJ0",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"christian",1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"stan","christianchristian","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
130,1671,6.46E+017,"""@dpdax @realDonaldTrump Thanks for standing for Vets Take care of those that give so much""",1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"christian",1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,"stan","christianchristian","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
