,text,id,created_at,coder1.Sentiment....1.negative..0.neutral..1.positive.,coder1.Political...0.no..1.yes.,coder1.Ideology....1.liberal..0.neutral..1.conservative.,coder1.Immigration,coder1.Macroeconomic.Policy...Taxes..Gov..Spending..Wall.St...Jobs..Trade..Infrastructure..Labor.,coder1.National.Security..Veterans..Military..Foreign.Terrorism.,coder1.Crime...Law.Enforcement..Police..Guns..Second.Amendment.,coder1.Civil.Rights..Race..LGBT.issues..Abortion..Gender.issues.,coder1.Environment...Energy..Global.warming..Fracking..Agriculture..Oil.,coder1.Education,coder1.Health.Care..Obamacare.,coder1.Governance,coder1.No.Policy.Content,coder1.Asks.for.Donation.Asks.you.to.buy.something.to.support.campaign,coder1.Asks.you.to.watch.something.share.something.follow.something,coder1.Misc..other.plea.for.action,coder1.Makes.a.Factual.or.Verifiable.Claim,coder1.Expresses.an.Opinion,coder1.coder,coder2.Sentiment....1.negative..0.neutral..1.positive.,coder2.Political...0.no..1.yes.,coder2.Ideology....1.liberal..0.neutral..1.conservative.,coder2.Immigration,coder2.Macroeconomic.Policy...Taxes..Gov..Spending..Wall.St...Jobs..Trade..Infrastructure..Labor.,coder2.National.Security..Veterans..Military..Foreign.Terrorism.,coder2.Crime...Law.Enforcement..Police..Guns..Second.Amendment.,coder2.Civil.Rights..Race..LGBT.issues..Abortion..Gender.issues.,coder2.Environment...Energy..Global.warming..Fracking..Agriculture..Oil.,coder2.Education,coder2.Health.Care..Obamacare.,coder2.Governance,coder2.No.Policy.Content,coder2.Asks.for.Donation.Asks.you.to.buy.something.to.support.campaign,coder2.Asks.you.to.watch.something.share.something.follow.something,coder2.Misc..other.plea.for.action,coder2.Makes.a.Factual.or.Verifiable.Claim,coder2.Expresses.an.Opinion,coder.y,src,X
309,".@realDonaldTrump's plan to keep America safe:
#GOPDebate https://t.co/11508peN6y",6.98694E+17,2/14/2016 2:24:00,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,emily,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,lauryn,laurynemily,0
310,.@ThePlumLineGS: African Americans have a lot to lose from a Trump presidency https://t.co/NGEiQSnpHY,7.68168E+17,8/23/2016 19:29:00,-1,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,emily,-1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,lauryn,laurynemily,0
311,.@washingtonpost: It is clear Trump wants to force schools to allow guns--on his first day as President. https://t.co/39TuRK1zes,7.32981E+17,5/18/2016 17:06:00,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,emily,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,lauryn,laurynemily,0
312,"""The Koch brothers are some of the biggest deck stackers you can find"" -- @HillaryClinton #MSNBC2016 https://t.co/vgIjMyettt",6.62819E+17,11/7/2015 2:29:00,-1,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,emily,-1,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,lauryn,laurynemily,0
313,@magnifier661 Yet still less than the amount of illegals employed by Donald Trump.,7.05834E+17,3/4/2016 19:14:00,-1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,emily,-1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,lauryn,laurynemily,0
314,@MarcoRubio just flat-out lied to the American people Marco lied about his financials.  @JoeNBc https://t.co/NM5FC6Tdze #GOPYearInReview,6.82351E+17,12/31/2015 0:00:00,-1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,emily,-1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,lauryn,laurynemily,0
315,@rickwtyler @tedcruz https://t.co/de9z3KMuDt,5.96352E+17,5/7/2015 16:32:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,emily,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,lauryn,laurynemily,0
316,#ImWithHer #DemDebate @HillaryClinton #Hillary2016 http://t.co/bgwdbwHZY3,6.54126E+17,10/14/2015 2:45:00,1,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,emily,0,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,lauryn,laurynemily,0
317,#LoveWins http://t.co/j0q0CxgK4H,6.14518E+17,6/26/2015 19:38:00,1,0,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,emily,1,1,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,lauryn,laurynemily,0
318,#Millennials: The #NewHampshire Primary is TOMORROW. Who are you voting for? WATCH: https://t.co/n6TZ2MgBXs #allinforjeb #FITN #NHpolitics,6.96814E+17,2/8/2016 21:53:00,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,emily,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,lauryn,laurynemily,0
319,#News FULL SPEECH: Trump addresses Charlotte violence in energy speech https://t.co/SJFyuZ9H5W,7.79059E+17,9/22/2016 20:46:00,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,emily,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,lauryn,laurynemily,0
320,"#News Senate Forecast: The Map Favors Democrats, Ever So Slightly https://t.co/sBxGjo8pTX",7.7901E+17,9/22/2016 17:32:00,1,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,emily,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,lauryn,laurynemily,0
321,"#Trump had an interview with @60Minutes. Oh, and @mike_pence was there too.
WATCH:
https://t.co/gQhqfKH1TF",7.55022E+17,7/18/2016 12:52:00,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,emily,-1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,lauryn,laurynemily,0
322,"#Trump: ""We need truth, we do need truth"" 
We agree; you can state with correcting all your lies https://t.co/CFW4UneHVK",7.88169E+17,10/18/2016 0:04:00,-1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,emily,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,lauryn,laurynemily,0
323,15 hours of #TrumpLies: https://t.co/CwplbYImvc,7.60495E+17,8/2/2016 15:18:00,-1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,emily,-1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,lauryn,laurynemily,0
324,Ben Carson just made his 3.4 millionth fan on Facebook. #winbenwin,6.44624E+17,9/17/2015 21:29:00,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,emily,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,lauryn,laurynemily,0
325,"Check out the latest video in our #WrongForUs series. These @GOP candidates are all wrong on national security.
https://t.co/KIftsu5KB1",6.84842E+17,1/6/2016 21:00:00,-1,1,-1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,emily,-1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,lauryn,laurynemily,0
326,"Clinton's plan: $20bil prgm to create jobs, provide funds to end school to prison pipeline https://t.co/uV3Lb4Qrci",7.00001E+17,2/17/2016 16:57:00,0,1,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,emily,0,1,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,lauryn,laurynemily,0
327,Five years of tax information from the 1970s show @realDonaldTrump has a history of business failures. https://t.co/2Skqv9lLiB,7.83819E+17,10/6/2016 0:01:00,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,emily,-1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,lauryn,laurynemily,0
328,High praise from one president to (hopefully) our next. #DemsInPhilly https://t.co/vLYSVyRpSe,7.58099E+17,7/27/2016 0:36:00,1,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,emily,1,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,lauryn,laurynemily,0
329,https://t.co/KaXLKhpxDH,6.77882E+17,12/18/2015 16:02:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,emily,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,lauryn,laurynemily,0
330,IA State Rep Josh Byrnes shares why he is #CaucusingForCarly  on February1st in this week's #WhyCarlyWednesday https://t.co/6sf9tyeUPC,6.89976E+17,1/21/2016 1:00:00,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,emily,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,lauryn,laurynemily,0
331,ICYMI: @nytimes editorial: Shut Down the Benghazi Committee http://t.co/GhAaOWPH6t,6.51771E+17,10/7/2015 14:50:00,0,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,emily,0,1,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,lauryn,laurynemily,0
332,It's 2016! It's time for Carlys leadership in the White House! https://t.co/gUf2MLpHMj,6.84366E+17,1/5/2016 13:30:00,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,emily,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,lauryn,laurynemily,0
333,Its obvious that weve never had a major party nominee who was so plainly motivated by his own insecurities. https://t.co/p6RJlqAnNX,7.48608E+17,6/30/2016 20:02:00,-1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,emily,-1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,lauryn,laurynemily,0
334,"Lrgst Independent Effort Aimed At Targeting Millennial Women In History Will Run Ads On FB, Insta, Twitter, Pre-Roll https://t.co/McLfYkIrP9",7.0442E+17,2/29/2016 21:38:00,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,emily,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,lauryn,laurynemily,0
335,"More than any other candidate running, Hillary Clinton understands the environmental challenges America faces. https://t.co/JWraj9A8XO",7.37736E+17,5/31/2016 20:04:00,1,1,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,emily,0,1,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,lauryn,laurynemily,0
336,Must read: @MarcoRubio lays out 10 things Americans should know about the Iran Deal http://t.co/VZ6xK4cKXi,6.41312E+17,9/8/2015 18:06:00,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,emily,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,lauryn,laurynemily,0
337,On her tour of Appalachia @HillaryClinton touted her $30 billion plan to help coal workers: https://t.co/bBpyuT2WC4 https://t.co/5bgqpW8mPZ,7.30027E+17,5/10/2016 13:31:00,0,1,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,emily,0,1,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,lauryn,laurynemily,0
338,"Real Leader's #sctweets 
Lucky you South Carolina in excellent hands with @ChooseCruz2016 @TN_For_Ted_Cruz #TedCruz http://t.co/fE7OsRVkHk",5.94298E+17,5/2/2015 0:30:00,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,emily,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,lauryn,laurynemily,0
339,Republicans block Democrat's attempt to shut down the partisan Benghazi Committee. http://t.co/wEHfXlAzps,6.51766E+17,10/7/2015 14:30:00,-1,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,emily,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,lauryn,laurynemily,0
340,"RT @amandacarpenter: Awful headline. Cruz never ""silent."" Other candidates, yes but not him https://t.co/o4hlw1tgCW",6.70788E+17,11/29/2015 2:14:00,-1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,emily,-1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,lauryn,laurynemily,0
341,"RT @AnnaBeTweetin: Out delivering ""Citizen Carly"" DVDs today... voters are excited to learn more about @CarlyFiorina's story! https://t.co/",6.93273E+17,1/30/2016 3:20:00,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,emily,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,lauryn,laurynemily,0
342,"RT @BernieSanders: My friends, a political revolution is coming to New Hampshire and its coming to America. #fitn https://t.co/ZsWTl7yl0T",6.62363E+17,11/5/2015 20:17:00,1,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,emily,0,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,lauryn,laurynemily,0
343,RT @CBSNews: WATCH LIVE: Former Florida Gov. Jeb Bush addresses the RedState Gathering in Atlanta: http://t.co/6LTj2CT54C,6.30071E+17,8/8/2015 17:40:00,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,emily,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,lauryn,laurynemily,0
344,RT @CNNnewsroom: New polls show @BernieSanders leading @HillaryClinton in both #Iowa &amp; #NewHampshire. https://t.co/pdu6KwvxDq https://t.co/,6.87447E+17,1/14/2016 1:31:00,1,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,emily,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,lauryn,laurynemily,0
345,"RT @cvpayne: .@tedcruz apologizes to @RealBenCarson https://t.co/yBz0kV6jrp
I think Ben will accept it...would you?",6.94593E+17,2/2/2016 18:48:00,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,emily,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,lauryn,laurynemily,0
346,"RT @davidbrockdc: Was only a matter of time before the Koch Bros used their ""pro-vets"" org against @HillaryClinton: https://t.co/WERzUJycnp",6.62674E+17,11/6/2015 16:52:00,-1,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,emily,-1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,lauryn,laurynemily,0
347,"RT @FrankLuntz: Donald Trump just dug a big hole And jumped in.

@TedCruz crushed him in that exchange.",6.87827E+17,1/15/2016 2:43:00,-1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,emily,-1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,lauryn,laurynemily,0
348,RT @hannahkauthor: @Conserv_Babe @DavidAcquaviva @RecvringLeftist @gobudley @tedcruz45 @del_tiera @ABILITIESmeF @Levi17twit #FF to all. Tha,5.91773E+17,4/25/2015 1:15:00,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,emily,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,lauryn,laurynemily,0
349,RT @HillaryClinton: Have student debt? Here are five ways Hillary wants to help. https://t.co/5mfwoGXKAx,7.07645E+17,3/9/2016 19:12:00,1,1,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,emily,1,1,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,lauryn,laurynemily,0
350,RT @HillaryClinton: Our next president needs to have the right temperament to meet the challenges we face. https://t.co/XMDZPtLNMB,7.77884E+17,9/19/2016 14:57:00,0,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,emily,0,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,lauryn,laurynemily,0
351,"RT @HillaryClinton: President Obama endorses Hillary: ""I dont think theres ever been someone so qualified to hold this office."" https://t",7.40966E+17,6/9/2016 17:56:00,1,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,emily,1,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,lauryn,laurynemily,0
352,"RT @HuffPostPol: Even after major GOP backlash, Ted Cruz still won't endorse Donald Trump https://t.co/BUZbctyKLJ https://t.co/0dFme7KNui",7.56192E+17,7/21/2016 18:21:00,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,emily,-1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,lauryn,laurynemily,0
353,RT @hughhewitt: Joined now by @tedcruz Listen online https://t.co/TjpNZeXGN0,6.93263E+17,1/30/2016 2:40:00,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,emily,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,lauryn,laurynemily,0
354,"RT @IowaGOPer: I don't think its correct to wonder ""if"" @GovernorPerry will get a second chance, it's when.  I think it will be sooner than",6.07548E+17,6/7/2015 14:03:00,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,emily,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,lauryn,laurynemily,0
355,RT @jaketapper: Stanely McChrystal: I'd decline 'any role' with Donald Trump - https://t.co/4kGK7SPuhq https://t.co/c1U0057ucb,7.52946E+17,7/12/2016 19:19:00,-1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,emily,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,lauryn,laurynemily,0
356,RT @jonmcclellan: Courageous Conservatives are uniting across Iowa for @tedcruz! Packed house tonight in West Des Moines #iacaucus https://,6.92787E+17,1/28/2016 19:09:00,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,emily,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,lauryn,laurynemily,0
357,RT @learyreports: .@BenSasse introducing @marcorubio at packed pre-debate rally in West Des Moines. https://t.co/SfyCe7ecTc,6.92784E+17,1/28/2016 18:57:00,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,emily,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,lauryn,laurynemily,0
358,"RT @LindseyGrahamSC: Going On the Record w/ @greta tonight at 7pm. Talking 2016 and more LIVE from Manchester, NH tune into @FoxNews #FITN",6.64234E+17,11/11/2015 0:13:00,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,emily,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,lauryn,laurynemily,0
359,RT @nobarriers2016: #ImWithHer https://t.co/KN16h2Cnej,7.45688E+17,6/22/2016 18:41:00,1,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,emily,0,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,lauryn,laurynemily,0
360,RT @RJPorter10: Ben Carson you're brilliant.,6.64265E+17,11/11/2015 2:13:00,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,emily,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,lauryn,laurynemily,0
361,RT @speechboy71: My heart goes out to the people who have to fact check this speech,7.45639E+17,6/22/2016 15:26:00,-1,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,emily,-1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,lauryn,laurynemily,0
362,"RT @TheBriefing2016: Given his concern about officials using personal emails abroad, someone should let Jason Chaffetz know about this... h",7.51072E+17,7/7/2016 15:15:00,-1,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,emily,-1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,lauryn,laurynemily,0
363,RT @TheBriefing2016: Trumps spokesperson: No foreign policy advisors were prepared to announce at this time. Its June...https://t.co/H,7.44906E+17,6/20/2016 14:53:00,-1,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,emily,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,lauryn,laurynemily,0
364,"Scott Walker's plan ""make[s] it possible for anyone who wants health insurance to be able to get it"" http://t.co/HhP1t5hYSV #Walker16",6.344E+17,8/20/2015 16:22:00,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,emily,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,lauryn,laurynemily,0
365,"Sen. @RandPaul held a hearing yesterday to mitigate wasteful, end of the year federal spending http://t.co/PN1wd6jbWU #StandwithRand",6.49571E+17,10/1/2015 13:06:00,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,emily,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,lauryn,laurynemily,0
366,Start by registering to vote today: https://t.co/Qukq3cNRik https://t.co/yCuZB0y66h,7.85974E+17,10/11/2016 22:43:00,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,emily,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,lauryn,laurynemily,0
367,That's why his hair is so big. It's full of secrets. #GOPTownHall https://t.co/bh01WxnTL6,7.0015E+17,2/18/2016 2:49:00,-1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,emily,-1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,lauryn,laurynemily,0
368,"The GOP primary has proven Mark Twain correct: the truth is stranger than fiction.
https://t.co/AuSuQzRpEr via @diligentbureauct",6.76453E+17,12/14/2015 17:25:00,-1,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,emily,-1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,lauryn,laurynemily,0
369,The voters have spoken #LetCarlyDebate @ABC @GOP https://t.co/hcF8NPZejJ,6.96108E+17,2/6/2016 23:09:00,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,emily,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,lauryn,laurynemily,0
370,Time Is Running Out to Abolish Superdelegate Dominance https://t.co/BOdXcbl2og,7.58741E+17,7/28/2016 19:10:00,0,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,emily,0,1,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,lauryn,laurynemily,0
371,To put it lightly: https://t.co/9Tal5oJikA,7.88418E+17,10/18/2016 16:36:00,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,emily,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,lauryn,laurynemily,0
372,Watch now: Marco Rubio's response to Turkey shooting down Russian warplane: https://t.co/dUqV2ppotr,6.69226E+17,11/24/2015 18:46:00,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,emily,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,lauryn,laurynemily,0
373,We launched 2 new Spanish-language ads in NV &amp; FL today with @SEIU/@iAmericaorg. Check them out! https://t.co/1lmGBk5E4c,7.83348E+17,10/4/2016 16:48:00,1,1,-1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,emily,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,lauryn,laurynemily,0
374,"What a great closing statement

#GOPDebate  https://t.co/rLe7CLnRJN",7.08141E+17,3/11/2016 4:02:00,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,emily,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,lauryn,laurynemily,0
